year,day_of_week,hour_of_day,minute,num_rides
2021,5,0,31,14
2021,1,0,38,19
2021,7,0,21,12
2021,5,0,57,11
2021,3,0,49,14
2021,4,0,5,20
2021,3,0,38,10
2021,3,0,28,18
2021,7,0,47,20
2021,4,0,56,12
2021,5,0,56,6
2021,2,0,50,9
2021,5,0,59,11
2021,7,0,27,12
2021,2,0,58,8
2021,4,0,29,14
2021,2,0,10,16
2021,5,0,42,10
2021,3,0,51,10
2018,4,0,4,444
2017,7,0,37,417
2019,5,0,36,355
2020,2,0,0,449
2019,2,0,13,384
2018,7,0,2,590
2014,5,0,49,119
2014,1,0,57,221
2013,4,0,46,93
2013,4,0,9,170
2013,7,0,47,173
2014,7,0,6,301
2014,1,0,28,300
2013,6,0,9,189
2014,1,0,34,253
2013,5,0,13,160
2014,4,0,55,100
2014,4,0,2,204
2014,1,0,45,246
2014,5,0,4,247
2013,2,0,26,117
2013,6,0,29,148
2013,7,0,3,244
2013,7,0,30,187
2014,5,0,7,225
2013,5,0,16,145
2013,3,0,52,76
2014,5,0,57,117
2013,2,0,20,107
2014,7,0,2,322
2013,1,0,7,263
2014,2,0,45,115
2013,4,0,3,180
2014,6,0,15,224
2013,4,0,13,158
2013,6,0,2,205
2014,1,0,8,342
2014,1,0,49,256
2013,4,0,31,132
2014,1,0,10,303
2013,6,0,1,206
2014,7,0,51,215
2014,1,0,55,209
2013,6,0,49,105
2014,1,0,23,277
2014,5,0,22,171
2014,4,0,6,203
2013,6,0,40,135
2013,3,0,39,97
2013,5,0,22,148
2013,1,0,43,228
2013,3,0,35,85
2013,6,0,0,196
2014,4,0,41,109
2014,6,0,5,262
2014,2,0,27,131
2014,1,0,31,265
2013,5,0,11,186
2013,4,0,2,166
2014,1,0,14,293
2013,1,0,54,212
2013,5,0,3,193
2013,5,0,15,169
2013,7,0,4,273
2013,6,0,55,112
2014,3,0,6,191
2013,1,0,3,264
2014,2,0,23,138
2013,1,0,33,245
2013,3,0,28,85
2013,6,0,43,142
2013,2,0,37,95
2013,7,0,21,236
2014,5,0,16,174
2014,1,0,29,273
2013,3,0,21,121
2013,6,0,11,203
2014,5,0,44,121
2014,7,0,4,300
2013,4,0,45,97
2013,1,0,21,231
2013,6,0,5,193
2014,7,0,10,312
2013,1,0,31,228
2014,7,0,17,270
2014,4,0,14,196
2014,7,0,18,268
2013,1,0,29,238
2014,6,0,10,264
2014,3,0,24,173
2013,1,0,15,212
2014,7,0,3,280
2014,5,0,45,148
2013,5,0,59,83
2014,5,0,10,207
2013,5,0,56,103
2013,1,0,47,214
2014,3,0,2,203
2013,7,0,39,205
2014,3,0,8,189
2013,1,0,44,238
2013,7,0,36,216
2014,6,0,7,261
2013,5,0,12,164
2013,4,0,18,130
2013,1,0,34,210
2013,6,0,15,193
2014,1,0,52,239
2014,5,0,38,142
2013,1,0,18,261
2013,2,0,3,127
2014,3,0,51,108
2014,5,0,0,200
2014,5,0,24,172
2013,5,0,29,160
2014,1,0,26,284
2014,3,0,12,176
2013,2,0,21,107
2014,6,0,39,194
2014,1,0,16,260
2013,1,0,30,221
2014,1,0,21,283
2013,5,0,53,85
2014,4,0,30,155
2014,1,0,39,255
2013,4,0,23,129
2014,7,0,25,278
2014,7,0,45,250
2014,2,0,37,150
2014,2,0,11,147
2014,7,0,41,237
2014,1,0,53,242
2014,7,0,26,257
2013,4,0,48,87
2014,2,0,20,163
2013,1,0,45,255
2013,7,0,37,204
2014,1,0,51,230
2014,1,0,6,328
2015,3,0,10,220
2015,5,0,21,214
2016,5,0,57,171
2016,6,0,52,195
2013,3,0,2,142
2013,1,0,1,264
2013,7,0,17,205
2015,6,0,23,252
2015,1,0,1,357
2014,2,0,18,143
2015,1,0,56,280
2015,1,0,19,344
2013,2,0,56,86
2013,3,0,11,128
2013,1,0,40,227
2015,3,0,51,137
2013,4,0,25,140
2016,1,0,3,491
2013,4,0,54,84
2014,6,0,16,225
2014,6,0,31,183
2016,1,0,43,395
2016,6,0,0,474
2015,4,0,26,204
2015,1,0,18,345
2015,7,0,17,337
2013,1,0,8,225
2013,1,0,25,256
2013,5,0,45,128
2013,2,0,32,99
2015,4,0,24,191
2015,1,0,31,271
2015,1,0,44,285
2013,5,0,58,79
2014,6,0,9,263
2015,2,0,45,116
2015,3,0,50,112
2015,6,0,9,324
2015,6,0,8,309
2015,4,0,22,196
2015,7,0,38,303
2016,7,0,3,434
2017,1,0,35,490
2015,5,0,18,231
2015,3,0,24,190
2016,6,0,10,410
2015,6,0,20,249
2017,6,0,27,353
2016,1,0,25,436
2015,5,0,55,144
2014,3,0,9,167
2015,1,0,10,338
2014,5,0,25,142
2015,1,0,49,261
2014,4,0,52,115
2017,7,0,51,360
2017,2,0,38,213
2015,1,0,30,344
2016,7,0,39,348
2015,2,0,8,191
2015,7,0,51,265
2015,4,0,2,243
2015,5,0,38,154
2015,1,0,4,366
2015,1,0,32,297
2013,3,0,59,71
2015,2,0,6,222
2015,7,0,9,393
2015,1,0,22,330
2015,6,0,10,249
2017,5,0,50,234
2015,1,0,0,319
2017,2,0,3,350
2017,1,0,24,545
2016,7,0,18,433
2015,2,0,57,114
2016,7,0,12,414
2015,5,0,33,189
2016,7,0,34,395
2015,6,0,49,198
2013,3,0,19,126
2015,4,0,1,285
2014,7,0,33,229
2013,5,0,43,105
2015,3,0,46,124
2015,1,0,35,275
2013,4,0,38,101
2014,2,0,25,126
2015,7,0,27,310
2015,5,0,42,167
2013,2,0,27,74
2015,2,0,26,149
2016,1,0,54,359
2015,7,0,10,365
2014,4,0,51,124
2013,5,0,27,138
2015,7,0,26,316
2015,1,0,46,285
2015,6,0,14,323
2016,3,0,57,164
2016,3,0,1,294
2015,7,0,56,265
2015,3,0,19,183
2016,7,0,52,330
2016,1,0,10,485
2016,1,0,28,400
2017,7,0,53,382
2015,7,0,28,292
2013,4,0,39,86
2015,1,0,16,329
2015,5,0,20,217
2015,7,0,16,335
2015,3,0,39,153
2016,2,0,30,176
2015,3,0,45,147
2015,4,0,39,160
2016,4,0,16,298
2017,6,0,4,508
2015,1,0,47,243
2016,5,0,21,270
2016,7,0,17,435
2016,1,0,35,446
2016,6,0,51,237
2017,2,0,47,169
2015,3,0,26,169
2016,3,0,2,305
2015,2,0,59,97
2014,2,0,55,109
2015,6,0,39,257
2016,3,0,22,222
2016,5,0,55,203
2016,6,0,20,338
2015,2,0,2,249
2017,1,0,46,435
2017,5,0,35,272
2017,5,0,5,462
2015,1,0,48,256
2014,5,0,8,200
2017,2,0,57,153
2016,1,0,5,499
2015,6,0,4,322
2015,4,0,30,176
2017,7,0,1,562
2015,7,0,4,378
2015,1,0,52,278
2016,2,0,10,235
2015,4,0,33,207
2015,2,0,49,113
2015,4,0,23,206
2015,1,0,28,312
2017,7,0,19,495
2017,1,0,7,533
2017,3,0,17,279
2017,1,0,20,516
2014,7,0,39,251
2015,3,0,4,223
2015,4,0,0,235
2015,1,0,27,324
2015,5,0,43,190
2016,4,0,9,306
2016,6,0,41,294
2016,4,0,22,264
2017,1,0,6,540
2015,3,0,16,166
2016,7,0,35,409
2017,1,0,23,546
2017,1,0,2,545
2015,6,0,44,204
2015,5,0,57,168
2014,7,0,8,322
2015,2,0,23,149
2017,5,0,45,230
2017,4,0,39,235
2017,5,0,25,305
2016,4,0,24,274
2015,2,0,19,188
2017,2,0,10,320
2015,4,0,42,164
2016,2,0,38,168
2016,5,0,6,356
2017,1,0,31,480
2016,6,0,59,234
2016,2,0,2,299
2016,5,0,50,230
2016,3,0,3,263
2017,6,0,58,234
2017,1,0,34,494
2015,6,0,0,336
2016,6,0,12,411
2017,2,0,51,174
2016,1,0,45,360
2017,7,0,12,512
2017,6,0,30,359
2016,7,0,2,476
2016,4,0,54,152
2015,7,0,18,338
2016,2,0,15,241
2016,6,0,5,440
2017,5,0,51,220
2017,3,0,22,234
2016,3,0,7,290
2017,2,0,17,293
2016,7,0,57,343
2016,7,0,33,426
2016,4,0,49,164
2017,7,0,5,594
2017,3,0,43,175
2015,4,0,31,177
2017,7,0,35,414
2015,3,0,22,163
2016,6,0,45,257
2016,2,0,45,175
2017,2,0,16,291
2016,2,0,14,239
2017,3,0,23,252
2016,6,0,54,227
2015,4,0,20,197
2017,7,0,9,557
2016,1,0,7,449
2017,5,0,26,304
2016,2,0,0,282
2016,6,0,42,267
2015,2,0,39,130
2017,2,0,0,377
2016,3,0,52,112
2017,6,0,12,422
2017,1,0,13,546
2016,2,0,1,266
2016,2,0,44,166
2017,7,0,11,524
2016,1,0,42,372
2016,4,0,52,169
2016,7,0,40,363
2017,7,0,3,546
2017,6,0,47,269
2016,2,0,34,167
2016,6,0,31,363
2017,4,0,44,194
2016,3,0,18,229
2016,3,0,34,175
2015,4,0,29,170
2017,4,0,9,332
2016,7,0,43,390
2015,4,0,47,133
2017,6,0,59,219
2016,2,0,41,178
2017,7,0,36,448
2016,5,0,35,244
2017,4,0,40,227
2017,7,0,30,460
2016,3,0,44,160
2016,4,0,37,197
2017,6,0,21,434
2016,2,0,18,214
2017,4,0,25,256
2017,4,0,50,218
2016,3,0,12,256
2017,5,0,38,280
2016,4,0,58,176
2016,2,0,21,217
2016,5,0,15,341
2017,6,0,49,307
2017,2,0,58,145
2017,2,0,34,236
2017,6,0,44,278
2017,6,0,2,521
2017,1,0,55,410
2017,3,0,33,209
2016,7,0,11,496
2017,6,0,18,413
2016,5,0,7,378
2017,1,0,10,521
2017,5,0,59,169
2017,1,0,39,414
2017,1,0,54,386
2015,2,0,58,117
2017,3,0,8,350
2017,7,0,7,547
2017,7,0,22,463
2016,5,0,28,270
2016,5,0,34,235
2017,4,0,20,275
2017,3,0,20,247
2017,5,0,43,273
2017,3,0,4,367
2017,6,0,31,338
2017,7,0,49,430
2016,3,0,58,154
2017,4,0,13,317
2016,7,0,20,408
2017,1,0,1,582
2017,2,0,18,293
2016,7,0,31,392
2016,5,0,27,277
2017,2,0,28,244
2016,6,0,57,250
2017,6,0,26,393
2016,6,0,19,351
2016,1,0,46,394
2017,5,0,29,292
2016,7,0,47,324
2016,6,0,4,457
2016,3,0,40,169
2016,1,0,49,386
2017,7,0,6,585
2017,5,0,13,383
2016,1,0,36,468
2016,7,0,30,416
2017,4,0,43,221
2016,2,0,5,276
2016,7,0,37,371
2017,7,0,34,428
2017,5,0,30,266
2016,2,0,48,165
2020,6,0,17,493
2020,4,0,24,355
2020,4,0,29,371
2020,4,0,50,255
2020,2,0,6,432
2019,6,0,45,387
2020,7,0,30,698
2018,6,0,11,485
2020,7,0,47,570
2019,1,0,9,769
2018,1,0,30,492
2019,6,0,42,380
2021,2,0,45,13
2021,1,0,27,20
2020,1,0,47,613
2018,4,0,34,292
2021,5,0,54,13
2018,1,0,19,572
2018,1,0,9,644
2021,3,0,17,27
2018,7,0,43,452
2020,4,0,26,366
2018,1,0,27,524
2021,6,0,9,28
2020,7,0,6,841
2018,7,0,9,663
2020,7,0,24,678
2018,7,0,25,524
2018,3,0,2,401
2021,1,0,52,31
2020,4,0,56,260
2018,3,0,20,281
2020,7,0,16,704
2018,1,0,44,453
2018,6,0,14,467
2020,5,0,16,443
2021,3,0,37,16
2019,1,0,8,763
2018,2,0,16,264
2019,2,0,4,388
2019,5,0,28,359
2018,6,0,22,402
2018,6,0,0,507
2020,1,0,34,723
2019,6,0,21,472
2018,1,0,41,510
2018,2,0,13,268
2019,4,0,39,271
2020,1,0,4,805
2020,5,0,43,300
2020,1,0,49,618
2020,7,0,58,555
2019,2,0,52,202
2020,1,0,45,611
2018,3,0,55,189
2018,2,0,23,289
2020,2,0,57,239
2020,4,0,39,345
2020,7,0,52,543
2020,6,0,2,563
2019,1,0,56,597
2018,7,0,27,566
2020,4,0,43,279
2019,6,0,47,341
2019,5,0,57,250
2018,4,0,12,354
2019,6,0,16,474
2020,1,0,16,803
2018,7,0,1,602
2018,4,0,22,326
2020,6,0,18,497
2018,7,0,16,545
2018,5,0,4,468
2019,3,0,26,300
2019,1,0,45,606
2021,7,0,22,19
2018,2,0,8,365
2018,4,0,25,299
2019,7,0,23,664
2018,3,0,54,188
2019,6,0,18,471
2019,7,0,3,847
2019,7,0,58,543
2021,6,0,27,23
2018,4,0,24,315
2020,4,0,5,528
2019,7,0,42,593
2019,6,0,33,401
2021,6,0,25,23
2019,1,0,12,753
2020,2,0,17,359
2019,5,0,54,247
2020,7,0,37,644
2018,4,0,58,195
2020,5,0,0,517
2020,6,0,55,308
2020,1,0,26,765
2018,1,0,40,503
2019,2,0,45,228
2019,2,0,37,285
2020,6,0,49,318
2019,7,0,45,589
2020,1,0,38,672
2021,5,0,12,20
2021,3,0,34,13
2018,4,0,42,232
2019,1,0,6,834
2018,2,0,54,150
2018,1,0,34,454
2019,1,0,27,709
2019,2,0,22,300
2018,3,0,14,328
2019,7,0,9,687
2018,1,0,47,446
2018,7,0,23,530
2018,1,0,31,531
2018,2,0,6,316
2018,7,0,42,503
2020,2,0,13,379
2020,5,0,35,340
2020,7,0,49,535
2020,6,0,36,363
2019,5,0,10,492
2020,3,0,26,327
2019,2,0,18,336
2018,1,0,18,608
2019,4,0,42,280
2020,1,0,9,835
2020,5,0,30,373
2020,2,0,27,336
2020,7,0,17,685
2020,7,0,40,588
2020,2,0,43,289
2019,1,0,49,606
2019,3,0,19,275
2020,3,0,42,263
2018,6,0,38,344
2019,7,0,40,598
2019,4,0,15,425
2020,6,0,34,372
2018,1,0,16,620
2018,5,0,11,401
2019,3,0,56,223
2019,2,0,35,259
2018,1,0,38,460
2018,2,0,38,234
2020,5,0,14,454
2021,1,0,11,43
2019,5,0,48,287
2019,1,0,20,766
2018,2,0,40,215
2019,1,0,37,654
2019,7,0,30,626
2019,7,0,31,628
2020,5,0,12,480
2018,6,0,50,310
2020,2,0,31,341
2019,5,0,23,389
2020,7,0,56,507
2020,4,0,2,538
2020,6,0,41,375
2019,7,0,7,775
2020,3,0,53,234
2018,3,0,53,171
2020,1,0,32,670
2020,5,0,18,421
2018,4,0,18,328
2020,1,0,59,619
2020,3,0,37,237
2020,1,0,54,619
2018,6,0,13,500
2020,4,0,38,331
2019,2,0,27,295
2018,1,0,43,451
2020,5,0,25,370
2020,3,0,23,286
2018,7,0,50,501
2021,3,0,10,16
2020,7,0,2,818
2018,7,0,47,442
2020,1,0,15,788
2019,1,0,3,811
2019,1,0,51,608
2019,4,0,21,361
2020,2,0,48,251
2018,1,0,32,530
2019,5,0,27,332
2019,7,0,48,585
2020,6,0,12,487
2018,7,0,26,531
2020,1,0,51,598
2020,7,0,45,553
2020,7,0,20,735
2020,3,0,25,299
2018,5,0,54,213
2020,6,0,48,359
2019,5,0,13,462
2020,1,0,1,812
2020,4,0,36,337
2020,7,0,44,590
2018,7,0,15,639
2020,1,0,24,753
2019,7,0,28,674
2018,2,0,25,259
2019,3,0,8,408
2020,4,0,47,296
2019,7,0,27,644
2020,2,0,46,255
2019,7,0,35,635
2020,3,0,19,328
2020,7,0,57,544
2020,2,0,52,240
2018,2,0,27,277
2019,5,0,32,315
2018,5,0,8,416
2019,1,0,32,684
2018,7,0,30,522
2019,1,0,5,801
2020,4,0,28,314
2018,2,0,41,209
2020,4,0,42,279
2020,1,0,44,581
2019,2,0,11,329
2020,2,0,50,246
2019,3,0,4,410
2019,7,0,47,562
2020,6,0,51,332
2018,3,0,58,185
2019,3,0,55,223
2019,7,0,57,524
2020,5,0,22,393
2020,4,0,17,425
2020,5,0,5,507
2019,6,0,34,423
2018,4,0,3,443
2020,1,0,36,668
2019,2,0,36,276
2020,7,0,54,547
2018,7,0,37,491
2019,7,0,53,515
2020,6,0,40,379
2019,7,0,15,706
2020,3,0,33,269
2019,7,0,11,794
2019,7,0,38,595
2018,7,0,51,453
2019,3,0,49,247
2019,7,0,49,535
2018,2,0,10,318
2019,3,0,25,329
2019,7,0,4,755
2019,4,0,7,437
2020,3,0,14,369
2020,6,0,28,407
2018,3,0,21,271
2020,5,0,47,339
2020,4,0,45,282
2020,2,0,51,244
2020,6,0,27,434
2018,5,0,30,336
2020,6,0,1,523
2018,2,0,35,261
2018,5,0,36,322
2018,2,0,39,252
2020,3,0,13,394
2020,4,0,11,444
2020,7,0,15,766
2020,4,0,3,539
2020,4,0,58,263
2020,3,0,51,210
2020,2,0,11,443
2019,3,0,51,212
2019,6,0,50,342
2019,6,0,31,410
2018,4,0,33,283
2020,3,0,0,415
2018,6,0,41,319
2020,5,0,32,383
2019,3,0,53,201
2020,6,0,0,551
2019,4,0,14,375
2020,6,0,59,317
2019,3,0,30,308
2019,4,0,10,430
2018,6,0,7,477
2019,7,0,59,535
2018,3,0,40,211
2019,5,0,11,490
2019,6,0,22,478
2020,5,0,41,313
2019,4,0,18,377
2018,5,0,16,359
2019,4,0,58,232
2019,6,0,6,604
2020,4,0,15,446
2019,4,0,45,255
2020,6,0,16,512
2020,4,0,49,290
2019,6,0,13,558
2020,6,0,47,328
2018,5,0,42,258
2019,3,0,34,259
2018,5,0,27,336
2019,3,0,3,423
2019,5,0,58,229
2021,7,0,51,22
2019,5,0,38,375
2018,1,0,54,443
2019,5,0,15,411
2020,5,0,13,449
2018,7,0,32,521
2019,3,0,32,287
2018,4,0,29,281
2021,7,0,48,21
2018,5,0,35,307
2018,2,0,3,362
2018,3,0,24,233
2017,4,0,45,188
2017,7,0,16,494
2014,2,0,6,184
2013,1,0,26,220
2014,5,0,20,176
2013,6,0,25,137
2013,5,0,55,82
2013,3,0,20,145
2015,4,0,3,289
2015,4,0,21,179
2015,2,0,31,148
2015,3,0,14,222
2015,4,0,46,114
2014,4,0,42,113
2015,2,0,3,223
2014,7,0,35,256
2014,7,0,42,230
2014,4,0,15,191
2018,3,0,42,232
2017,3,0,38,238
2015,6,0,13,290
2013,7,0,9,266
2015,1,0,6,374
2015,4,0,9,261
2015,5,0,53,156
2017,4,0,6,391
2017,4,0,22,288
2015,5,0,44,164
2017,5,0,20,307
2017,3,0,2,341
2015,5,0,48,145
2015,1,0,43,284
2017,7,0,43,406
2017,3,0,11,291
2015,3,0,53,120
2014,4,0,48,127
2013,1,0,36,206
2017,4,0,17,284
2013,7,0,11,242
2014,4,0,26,153
2015,2,0,29,152
2017,2,0,20,282
2017,6,0,25,391
2014,5,0,28,164
2016,5,0,1,416
2019,3,0,57,209
2020,2,0,35,309
2014,5,0,11,238
2013,3,0,13,137
2016,5,0,40,230
2016,6,0,36,273
2015,1,0,38,295
2016,4,0,19,252
2015,3,0,54,110
2018,4,0,50,232
2015,3,0,20,179
2014,2,0,16,166
2015,5,0,31,198
2013,5,0,17,158
2017,1,0,22,543
2015,1,0,37,316
2016,4,0,14,304
2014,6,0,4,241
2014,7,0,49,230
2014,4,0,13,195
2017,1,0,53,433
2018,6,0,53,284
2018,3,0,15,331
2016,5,0,56,194
2016,6,0,28,328
2019,5,0,41,337
2015,4,0,53,142
2015,7,0,3,349
2021,6,0,34,17
2017,6,0,23,355
2021,1,0,31,31
2018,4,0,27,252
2014,6,0,49,141
2017,3,0,32,252
2018,6,0,48,273
2017,5,0,7,417
2013,3,0,12,133
2018,2,0,14,317
2013,2,0,51,69
2021,1,0,5,37
2017,3,0,31,185
2017,4,0,18,286
2017,3,0,19,250
2021,3,0,33,10
2021,2,0,24,16
2017,7,0,32,432
2017,1,0,59,380
2017,1,0,0,586
2019,3,0,0,418
2018,7,0,4,659
2017,4,0,5,399
2017,6,0,13,468
2021,4,0,28,10
2021,7,0,14,23
2017,2,0,31,216
2017,2,0,56,168
2018,2,0,15,308
2017,3,0,15,265
2021,6,0,7,29
2019,7,0,12,742
2015,7,0,5,396
2017,2,0,7,282
2017,6,0,32,304
2020,3,0,7,419
2020,3,0,59,214
2016,6,0,3,462
2017,4,0,15,332
2016,3,0,37,162
2017,7,0,54,395
2017,4,0,8,367
2016,6,0,49,242
2019,5,0,39,324
2018,1,0,22,553
2016,4,0,13,269
2017,5,0,28,273
2019,7,0,51,577
2017,4,0,14,340
2018,5,0,29,306
2017,7,0,31,448
2019,7,0,32,625
2018,5,0,33,288
2016,5,0,31,266
2015,7,0,31,301
2018,4,0,19,344
2020,4,0,51,282
2016,4,0,48,160
2019,6,0,2,579
2021,5,0,4,24
2019,3,0,40,244
2017,5,0,31,282
2017,5,0,58,166
2016,4,0,2,342
2018,6,0,27,398
2017,6,0,53,247
2018,2,0,53,203
2020,4,0,12,500
2018,3,0,27,249
2017,7,0,33,446
2019,6,0,56,316
2017,6,0,56,243
2021,3,0,53,6
2019,4,0,19,345
2019,6,0,9,564
2016,5,0,18,312
2018,5,0,44,246
2020,5,0,33,355
2018,5,0,17,336
2019,6,0,40,411
2019,5,0,22,373
2020,3,0,8,421
2019,5,0,31,333
2020,7,0,12,700
2020,3,0,32,290
2016,5,0,52,206
2018,2,0,36,228
2018,4,0,39,240
2018,4,0,59,230
2018,5,0,50,233
2020,2,0,32,326
2018,3,0,16,272
2018,2,0,45,175
2018,6,0,59,259
2018,7,0,29,544
2013,6,0,20,168
2014,5,0,42,145
2014,6,0,53,145
2018,4,0,15,339
2018,3,0,4,357
2019,2,0,57,209
2014,6,0,45,167
2014,7,0,27,272
2013,4,0,7,177
2018,4,0,23,335
2018,2,0,4,339
2019,5,0,45,285
2019,1,0,59,626
2014,7,0,37,286
2014,6,0,22,219
2013,2,0,53,95
2021,7,0,18,28
2018,4,0,38,297
2018,3,0,3,344
2013,6,0,22,182
2014,2,0,10,184
2013,4,0,0,155
2013,6,0,44,141
2021,1,0,28,35
2021,5,0,3,17
2019,4,0,13,402
2014,2,0,50,90
2018,5,0,59,209
2013,4,0,50,103
2013,5,0,9,195
2018,5,0,28,305
2013,7,0,40,192
2021,7,0,24,21
2014,5,0,1,209
2013,2,0,5,130
2018,6,0,42,310
2018,4,0,36,261
2018,5,0,52,244
2013,3,0,17,123
2018,6,0,36,332
2013,5,0,18,167
2013,4,0,30,118
2021,3,0,47,11
2013,5,0,33,158
2014,2,0,32,131
2018,6,0,10,508
2018,5,0,23,366
2013,6,0,3,224
2013,3,0,49,79
2018,4,0,8,378
2013,3,0,41,95
2013,4,0,55,68
2013,4,0,10,156
2014,6,0,52,153
2021,5,0,11,21
2019,3,0,59,203
2014,7,0,58,212
2018,4,0,7,443
2019,2,0,39,274
2018,2,0,19,313
2018,6,0,55,259
2013,5,0,4,168
2013,5,0,44,108
2021,6,0,23,26
2018,4,0,35,255
2021,2,0,15,10
2018,4,0,37,258
2020,5,0,36,322
2014,1,0,19,284
2013,7,0,49,189
2014,6,0,58,125
2019,6,0,37,368
2014,7,0,36,240
2018,4,0,21,301
2013,4,0,8,174
2020,2,0,54,241
2018,4,0,57,212
2020,3,0,46,226
2019,6,0,53,332
2014,2,0,30,119
2019,5,0,53,225
2013,3,0,22,125
2014,4,0,4,221
2014,4,0,19,147
2019,3,0,38,258
2013,2,0,15,115
2013,6,0,31,157
2013,1,0,14,231
2013,3,0,18,113
2014,7,0,48,218
2018,5,0,56,205
2014,4,0,31,148
2013,5,0,23,142
2013,4,0,43,108
2018,1,0,39,468
2014,2,0,15,165
2014,6,0,41,148
2014,1,0,36,251
2014,5,0,32,146
2013,6,0,59,117
2013,1,0,42,238
2021,4,0,16,14
2019,3,0,44,255
2013,3,0,34,100
2014,3,0,27,145
2014,2,0,46,102
2021,6,0,57,21
2019,3,0,58,226
2014,3,0,57,84
2020,5,0,46,305
2021,1,0,7,28
2014,7,0,28,236
2014,4,0,11,182
2014,3,0,45,117
2014,2,0,0,198
2013,3,0,55,82
2021,1,0,40,30
2013,6,0,38,156
2014,4,0,28,144
2013,4,0,35,94
2014,4,0,12,177
2021,1,0,39,28
2014,3,0,3,204
2014,5,0,40,155
2013,2,0,38,84
2013,7,0,51,179
2014,2,0,19,153
2021,1,0,14,37
2021,2,0,14,11
2021,1,0,51,28
2019,3,0,39,274
2014,6,0,11,217
2014,2,0,21,152
2021,6,0,10,29
2013,3,0,42,83
2014,6,0,29,196
2014,4,0,22,170
2013,5,0,2,204
2013,3,0,9,129
2014,3,0,43,108
2021,6,0,45,27
2021,2,0,30,13
2014,4,0,50,113
2013,6,0,18,182
2014,4,0,20,181
2014,6,0,54,127
2014,6,0,17,242
2014,4,0,47,125
2013,2,0,22,106
2014,4,0,56,93
2014,6,0,55,126
2021,7,0,4,26
2020,4,0,57,242
2014,7,0,38,247
2018,3,0,12,299
2014,2,0,34,121
2021,4,0,22,11
2021,1,0,55,25
2021,6,0,8,30
2021,5,0,28,13
2013,4,0,24,133
2021,4,0,10,21
2021,7,0,17,34
2013,3,0,40,94
2021,1,0,49,31
2021,6,0,51,27
2021,1,0,25,35
2021,3,0,5,26
2019,2,0,43,262
2021,3,0,43,7
2021,6,0,40,29
2021,4,0,33,13
2016,1,0,41,352
2015,5,0,11,254
2015,1,0,15,312
2016,3,0,59,112
2017,5,0,6,417
2017,5,0,53,205
2015,6,0,7,302
2015,5,0,40,180
2017,5,0,4,406
2016,3,0,43,185
2016,4,0,4,332
2017,3,0,26,290
2015,6,0,50,169
2015,6,0,37,207
2016,3,0,39,183
2015,5,0,52,138
2016,5,0,39,245
2016,7,0,25,402
2017,2,0,9,335
2017,4,0,31,238
2016,5,0,41,235
2016,3,0,16,205
2015,6,0,33,232
2017,4,0,36,247
2015,3,0,6,220
2016,4,0,35,199
2015,7,0,36,298
2017,4,0,48,202
2014,1,0,59,241
2016,2,0,11,267
2016,6,0,6,431
2016,5,0,42,219
2016,4,0,59,127
2017,5,0,34,269
2016,3,0,49,153
2015,5,0,16,234
2015,4,0,51,148
2015,4,0,5,263
2016,5,0,45,208
2015,5,0,28,202
2016,3,0,27,217
2015,6,0,46,201
2016,3,0,51,142
2017,5,0,42,253
2015,5,0,22,222
2016,4,0,56,157
2017,6,0,45,292
2015,4,0,18,239
2014,3,0,52,94
2015,5,0,15,241
2015,5,0,50,124
2016,3,0,56,122
2015,3,0,35,141
2015,6,0,32,224
2015,7,0,53,240
2016,5,0,26,282
2017,7,0,41,423
2017,3,0,48,181
2015,4,0,56,129
2015,4,0,41,153
2015,5,0,10,251
2015,3,0,44,140
2015,3,0,57,113
2015,2,0,28,177
2015,2,0,11,185
2015,5,0,34,180
2017,2,0,52,157
2016,5,0,12,353
2015,4,0,14,218
2017,3,0,39,209
2015,2,0,42,130
2014,3,0,34,117
2015,4,0,37,161
2015,2,0,54,129
2015,3,0,33,170
2017,3,0,57,149
2016,4,0,20,228
2017,3,0,56,173
2013,2,0,39,102
2017,4,0,27,255
2015,2,0,55,89
2015,2,0,0,238
2016,3,0,35,172
2017,4,0,51,191
2017,5,0,39,267
2015,3,0,55,117
2015,3,0,43,126
2021,7,0,32,30
2021,2,0,11,15
2021,4,0,13,24
2021,6,0,11,30
2021,7,0,33,21
2021,6,0,16,27
2021,2,0,27,12
2013,3,0,53,74
2021,6,0,20,32
2021,1,0,35,29
2021,4,0,8,28
2021,7,0,50,18
2015,6,0,51,172
2015,3,0,27,140
2021,2,0,37,8
2014,3,0,50,101
2021,5,0,25,13
2021,5,0,14,15
2021,6,0,5,25
2021,7,0,30,23
2021,2,0,44,16
2021,1,0,32,19
2021,3,0,40,18
2021,6,0,4,24
2014,2,0,47,101
2021,7,0,43,19
2021,2,0,3,15
2021,2,0,31,15
2021,2,0,36,17
2021,3,0,26,16
2021,1,0,46,27
2021,3,0,29,19
2014,5,0,48,108
2021,7,0,13,36
2013,2,0,31,86
2021,2,0,6,8
2021,4,0,14,20
2021,4,0,7,18
2021,7,0,45,14
2021,4,0,6,22
2021,4,0,40,13
2021,2,0,43,11
2014,3,0,56,96
2021,1,0,50,34
2021,6,0,44,21
2021,7,0,11,27
2021,7,0,36,24
2021,7,0,40,19
2021,2,0,20,15
2021,4,0,15,14
2021,6,0,28,23
2021,4,0,58,8
2021,7,0,15,25
2021,7,0,3,19
